,Completion_Height,z,Est_HAFWL,Est Relative GOC,KH,NearestInjectorDistance,InjectorType,NearestInjectorWaterRate,NearestInjectorGasRate,est_pressure,NearestProducerDistance,oil_cut,GOR,NearestProducerGrossRate,NearestProducerOilRate,NearestProducerWaterRate,NearestProducerGasRate,Est_500ft_Recovery,Est_4000ft_Recovery,Weighted_Sw_est,oil,water,gas,lift_type,NearestProducerOilPerFt,NearestProducerWaterRatePerFt,NearestProducerGasRatePerFt,Est_Remaining_Oil,inferred_oil_from_nearest_producer,inferred_water_from_nearest_producer,inferred_gas_from_nearest_producer,DATE,RESERVOIR,WELL_COMMON_NAME,log_oil_rate,log_water_rate,log_gas_rate,gross_prod
570,495,-6001.838908,-851.8389079,-1971.838908,83.7306,,2,,,2585.654236,4718.214705,0.609789764,4.273028034,627.8666667,382.8666667,245,1636,0.222666806,0.222666806,0.362425286,0,0,0,0,1.657431457,1.060606061,7.082251082,0.363809127,820.4285714,525,3505.714286,7/28/1987 0:00,24ZSND,A1041,#NAME?,#NAME?,#NAME?,0
584,245,-6139.485107,-989.4851074,-2109.485107,43.9553,1478.743428,1,0,0,2956.771567,1328.708356,0.057374525,2.254025045,1043.892857,59.89285714,984,135,0.236787979,0.236787979,0.453276505,0,0,0,0,0.415922619,6.833333333,0.9375,0.323462917,101.9010417,1674.166667,229.6875,7/16/1988 0:00,24ZSND,A1041,#NAME?,#NAME?,#NAME?,0
596,495,-6001.838908,-851.8389079,-1971.838908,83.7306,2051.292342,1,0,0,2810.009265,2089.339542,0.745164003,1.044018059,169.8571429,126.5714286,43.28571429,132.1428571,0.285023493,0.285023493,0.373674912,0,0,0,0,1.48907563,0.509243697,1.554621849,0.185647163,737.092437,252.0756303,769.5378151,9/2/1992 0:00,24ZSND,A1041,#NAME?,#NAME?,#NAME?,0
885,101,-5709.02002,-559.0200195,-1679.02002,0,1973.917632,1,0,0,,3651.746599,0.161063994,8.146960268,418.3870968,67.38709677,351,549,0.224698444,0.224698444,,112.1111111,431,217,0,0.421169355,2.19375,3.43125,0.358004444,42.53810484,221.56875,346.55625,9/16/1987 0:00,24ZSND,A1042,2.049648657,2.63447727,2.336459734,760.1111111
925,685,-5435.3351,-285.3351004,-1405.3351,660.1721,3232.493949,1,0,0,2599.753816,1470.1089,0.966960352,0,227,219.5,7.5,0,0.002003278,0.002003278,0.008829152,196.1,1,903,0,0.603021978,0.020604396,0,0.994276349,413.0700549,14.11401099,0,6/23/1975 0:00,24ZSND,A1043,2.292477594,0,2.95568775,1100.1
934,685,-5435.3351,-285.3351004,-1405.3351,660.1721,2258.685879,1,0,0,2529.061601,775.6107321,0.483601849,3.284106335,1179.322581,570.3225806,609,1873,0.254707986,0.254707986,0.474454441,113.3333333,426,206,0,2.768556217,2.95631068,9.09223301,0.272262897,1896.461008,2025.072816,6228.179612,10/12/1989 0:00,24ZSND,A1043,2.054357662,2.629409599,2.31386722,745.3333333
949,762,-5373.080566,-223.0805664,-1343.080566,2682.6738,1759.785961,0,0,0,2554.758204,775.6107321,0.368555967,1.935857805,113.2580645,41.74193548,71.51612903,80.80645161,0.302875479,0.302875479,0.39967101,404.5806452,1056.645161,265.0645161,0,0.138677527,0.237595113,0.268459972,0.134641488,105.6722752,181.0474762,204.5664988,3/13/1994 0:00,24ZSND,A1043,2.607005103,3.023929169,2.423351593,1726.290323
962,782,-5373.080566,-223.0805664,-1343.080566,2686.6293,1741.426729,0,0,0,2018.750046,752.0908092,0.071207804,1.123092574,1380.466667,98.3,1282.166667,110.4,0.332117208,0.332117208,0.318736376,131.2666667,168.4666667,374,0,1.034736842,13.49649123,1.162105263,0.05109369,809.1642105,10554.25614,908.7663158,6/9/1998 0:00,24ZSND,A1043,2.118154457,2.226513983,2.572871602,673.7333333
1023,132,-5694,-544,-1664,4.0338,3265.679906,0,0,0,2727.927158,719.7620938,0.986160714,12.52723706,216.7741935,213.7741935,3,2678,0.175356972,0.175356972,0.18183223,63.96774194,121,0,0,2.274193548,0.031914894,28.4893617,0.498980079,300.1935484,4.212765957,3760.595745,5/18/1984 0:00,24ZSND,A1044,1.80596102,2.08278537,#NAME?,184.9677419
1034,310,-5599.099902,-449.0999023,-1569.099902,16.5972,5421.330721,1,0,0,2475.619501,2923.327501,0.923866935,4.281416143,288.9677419,266.9677419,22,1143,0.225726806,0.225726806,0.367972489,0,0,0,0,0.861186264,0.070967742,3.687096774,0.35506627,266.9677419,22,1143,10/10/1987 0:00,24ZSND,A1044,#NAME?,#NAME?,#NAME?,0
1042,375,-5204.083252,-54.08325195,-1174.083252,54121.2972,9113.895316,1,0,0,2546.310826,750.1834887,0,inf,14.66451613,0,14.66451613,100.6646774,0.348005985,0.348005985,9.75E-05,0,0,0,0,0,0.034183021,0.234649598,0.005697187,0,12.81863298,87.99359914,3/23/2006 0:00,24ZSND,A1044,#NAME?,#NAME?,#NAME?,0
1056,472,-5204.083252,-54.08325195,-1174.083252,134862.1572,9113.895316,1,0,0,2547.155044,719.7620938,0.033593983,173.7393713,25.906,0.870285714,25.03571429,151.2028929,0.348076497,0.348076497,3.91E-05,0,0,0,0,0.007984273,0.229685452,1.387182503,0.005495722,3.768576671,108.4115334,654.7501415,4/14/2006 0:00,24ZSND,A1044,#NAME?,#NAME?,#NAME?,0
1068,600,-4497.950363,652.0496368,-467.9503632,151179.7572,9113.895316,1,0,0,2195.49355,719.7620938,0.004171165,237.7072389,34.02145455,0.141909091,33.87954545,33.73281818,0.350892707,0.350892707,3.54E-05,0,0,0,0,0.001301918,0.310821518,0.309475396,-0.002550592,0.781150959,186.4929108,185.6852377,8/7/2011 0:00,24ZSND,A1044,#NAME?,#NAME?,#NAME?,0
1083,660,-4497.950363,652.0496368,-467.9503632,201122.5572,9113.895316,1,0,0,2130.826331,728.3915499,0.018344157,97.47598736,12.32389286,0.226071429,12.09782143,22.03653571,0.351632594,0.351632594,2.73E-05,0,0,0,0,0.000526973,0.02820005,0.051367216,-0.004664554,0.347802198,18.61203297,33.90236264,4/7/2014 0:00,24ZSND,A1044,#NAME?,#NAME?,#NAME?,0
1262,170,-5652.286133,-502.2861328,-1622.286133,5918.1789,740.6101588,0,0,0,2609.721256,376.656026,0.163919969,0.509414929,585.2580645,95.93548387,489.3225806,48.87096774,0.338964403,0.338964403,0.352133358,,,,0,0.422623277,2.155606082,0.215290607,0.031530278,71.84595708,366.453034,36.59940315,10/5/2000 0:00,24ZSND,A1045,,,,
1285,430,-5483.628174,-333.6281738,-1453.628174,9097.634,771.9151126,0,0,0,2468.928943,387.4692793,0.088907816,7.29476787,492.3548387,43.77419355,448.5806452,319.3225806,0.339381993,0.339381993,0.336846221,112.2903226,122.3870968,289.9677419,0,0.192837857,1.97612619,1.406707404,0.030337163,82.92027853,849.7342618,604.8841836,12/2/2000 0:00,24ZSND,A1045,2.050342329,2.087735633,2.462349687,524.6451613
1300,853,-5116.070882,33.92911784,-1086.070882,41370.3106,9324.830459,1,0,0,2329.847051,387.4692793,0.044489314,30.93818953,609.8865652,27.13343478,582.7531304,839.4593478,0.3485083,0.3485083,0.478524625,8.283096774,340.3545161,706.8363226,0,0.11953055,2.567194407,3.698058801,0.004262,101.9595589,2189.816829,3154.444157,9/13/2006 0:00,24ZSND,A1045,0.918192735,2.531931518,2.849318859,1055.473935
1386,132,-5303.240723,-153.2407227,-1273.240723,34.7553,3490.341721,1,0,0,2376.219569,2213.824516,0.853846154,0,30.95238095,26.42857143,4.523809524,0,0.002039479,0.002039479,0.235171373,460.9,6,530,1,0.225885226,0.038665039,0,0.994172917,29.81684982,5.103785104,0,7/22/1975 0:00,24ZSND,A1046,2.663606708,0.77815125,2.72427587,996.9
1400,177,-5326.511475,-176.5114746,-1296.511475,2955.0844,3505.290647,1,0,0,2616.837836,2259.152358,0.956181803,0.950220146,775.9333333,741.9333333,34,705,0.112098215,0.112098215,0.182148967,566.5666667,1,1242,1,2.038278388,0.093406593,1.936813187,0.679719385,360.7752747,16.53296703,342.8159341,11/11/1981 0:00,24ZSND,A1046,2.75325102,0,3.094121596,1809.566667
1410,177,-5326.511475,-176.5114746,-1296.511475,2955.0844,10069.52443,1,0,0,2463.341468,735.3932,0.001289302,1010.552455,395.4127097,0.509806452,394.9029032,515.1861613,0.350093177,0.350093177,0.286422769,20.8166129,1382.858484,482.1704516,1,0.001655216,1.282152283,1.672682342,-0.000266221,0.292973188,226.9409541,296.0647745,7/15/2009 0:00,24ZSND,A1046,1.318410066,3.140777738,2.683200592,1885.845548
1704,50,-6421.731934,-1271.731934,-2391.731934,4937.24,,2,,,3077.707591,1245.736997,1,0,348,348,0,0,0.001497583,0.001497583,0,0,0,0,0,2.161490683,0,0,0.99572119,108.0745342,0,0,6/18/1965 0:00,24ZSND,A1047,#NAME?,#NAME?,#NAME?,0
1716,390,-6466.039551,-1316.039551,-2436.039551,39517.45,,2,,,3051.610811,1253.793207,1,0,348,348,0,0,0.001497583,0.001497583,0.337394952,0,0,0,0,2.161490683,0,0,0.99572119,842.9813665,0,0,9/13/1965 0:00,24ZSND,A1047,#NAME?,#NAME?,#NAME?,0
1725,220,-5454.403076,-304.4030762,-1424.403076,15513.93,,2,,,2694.098179,1492.665454,1,0.661764706,544,544,0,360,0.000671972,0.000671972,0,994.1612903,2,0,0,1.167381974,0,0.772532189,0.998080079,256.8240343,0,169.9570815,5/3/1950 0:00,24ZSND,A1025,2.997456849,0.301029996,#NAME?,996.1612903
1731,390,-6466.039551,-1316.039551,-2436.039551,39517.45,943.5111996,1,0,0,3046.180466,2428.021006,0.088272851,2.517032198,783.1290323,69.12903226,714,174,0.262133583,0.262133583,0.455844465,0,0,0,0,0.335577826,3.466019417,0.844660194,0.251046905,130.8753523,1351.747573,329.4174757,7/22/1990 0:00,24ZSND,A1047,#NAME?,#NAME?,#NAME?,0
1732,690,-5007.895438,142.1045619,-977.8954381,62536.28,3941.391098,1,0,0,2439.580807,1367.6474,0.809136806,2.953279562,261.9677419,211.9677419,50,626,0.093164049,0.093164049,0.382659135,0,0,0,0,0.87589976,0.20661157,2.58677686,0.733817004,604.3708344,142.5619835,1784.876033,3/25/1981 0:00,24ZSND,A1025,#NAME?,#NAME?,#NAME?,0
1746,790,-5007.895438,142.1045619,-977.8954381,80169.28,2761.087509,1,0,0,2384.205003,643.5423063,0.316458423,4.578916659,1083.133333,342.7666667,740.3666667,1569.5,0.289123347,0.289123347,0.365554112,,,,0,0.656641124,1.418326948,3.006704981,0.173933294,518.7464879,1120.478289,2375.296935,1/19/1993 0:00,24ZSND,A1025,,,,
1761,805,-4993.547526,156.452474,-963.547526,86105.76,8798.166658,1,0,0,2265.922447,0,0.390579498,313.6113604,15.79606897,6.16962069,9.626448276,1934.863138,0.348238912,0.348238912,0.342831455,0,0,0,0,0.01101718,0.017190086,3.455112746,0.005031679,8.868829741,13.8380194,2781.365761,6/15/2006 0:00,24ZSND,A1025,#NAME?,#NAME?,#NAME?,0
1763,212,-6158.100911,-1008.100911,-2128.100911,12429.83,,2,,,2923.474545,3279.926855,,,0,0,0,0,0.001409563,0.001409563,0,,,,0,0.603021978,0.020604396,0,0.995972679,127.8406593,4.368131868,0,2/25/1965 0:00,24ZSND,A1048,,,,
1767,430,-5232.772461,-82.77246094,-1202.772461,63481.0705,,2,,,2347.762135,,,,0,0,0,0,0.001961986,0.001961986,0.234065722,258.4333333,0,2064,1,1.100493827,0.192592593,2.088888889,0.994394325,473.2123457,82.81481481,898.2222222,3/3/1975 0:00,24ZSND,A1049,2.412348529,#NAME?,3.314709693,2322.433333
1772,277,-6187.324707,-1037.324707,-2157.324707,18777.71,1256.155806,1,0,0,2868.983589,1293.825173,0.966960352,0,227,219.5,7.5,0,0.002093097,0.002093097,0.094974528,,,,0,0.132399858,1.093406593,2.483516484,0.994019722,36.67476072,302.8736264,687.9340659,8/14/1975 0:00,24ZSND,A1048,,,,
1775,430,-5232.772461,-82.77246094,-1202.772461,63481.0705,54619.79601,1,0,0,2585.168858,2901.36757,0.851059767,1.898137761,174.5666667,148.5666667,26,282,0.144606146,0.144606146,0.208251857,25.51612903,2,200,1,1.095555556,0.192592593,1.111111111,0.586839583,471.0888889,82.81481481,477.7777778,1/4/1983 0:00,24ZSND,A1049,1.40681479,0.301029996,2.301029996,227.516129
1779,264,-6015.258594,-865.2585937,-1985.258594,2085.3972,1908.010088,1,0,0,2857.213976,691.0066114,0.442556265,2.138390173,848.516129,375.516129,473,803,0.225726806,0.225726806,0.225504394,0,0,0,0,0.695400239,0.875925926,1.487037037,0.35506627,183.5856631,231.2444444,392.5777778,10/25/1987 0:00,24ZSND,A1050,#NAME?,#NAME?,#NAME?,0
1781,752,-6383.32627,-1233.32627,-2353.32627,61483.35,693.6761602,1,0,0,2992.313519,1293.825173,0.108010411,18.75769746,446.1935484,48.19354839,398,904,0.225726806,0.225726806,0.302396973,0,0,0,0,,,,0.35506627,,,,10/1/1987 0:00,24ZSND,A1048,#NAME?,#NAME?,#NAME?,0
1784,0,-5232.772461,-82.77246094,-1202.772461,0,13331.16637,1,0,0,,2901.36757,0.850488787,1.014198783,173.9,147.9,26,150,0.241832715,0.241832715,,0,0,0,1,,,,0.309049385,,,,11/22/1988 0:00,24ZSND,A1049,#NAME?,#NAME?,#NAME?,0
1788,367,-5988.586995,-838.5869954,-1958.586995,2085.7665,2440.605883,0,0,0,2845.983063,811.1336644,0.931339978,2.653983353,451.5,420.5,31,1116,0.22690084,0.22690084,0.225415925,0,0,0,0,2.628125,0.19375,6.975,0.351711885,964.521875,71.10625,2559.825,11/25/1987 0:00,24ZSND,A1050,#NAME?,#NAME?,#NAME?,0
1804,422,-5856.202026,-706.2020264,-1826.202026,3537.1118,1924.321196,1,0,0,2759.752186,804.8061112,0.952069717,2.52402746,459,437,22,1103,0.228024007,0.228024007,0.226508942,61.66666667,18,356,0,2.73125,0.1375,6.89375,0.348502837,1152.5875,58.025,2909.1625,12/20/1987 0:00,24ZSND,A1050,1.790050474,1.255272505,2.551449998,435.6666667
1816,730,-5776.192871,-626.1928711,-1746.192871,11179.6257,1908.010088,1,0,0,2599.113572,693.4324891,0.027801828,53.41291811,1005.967742,27.96774194,978,1493.83871,0.002093097,0.002093097,0.232044194,14,33.25925926,397.5555556,0,0.051792115,1.811111111,2.766367981,0.994019722,37.80824373,1322.111111,2019.448626,5/28/1989 0:00,24ZSND,A1050,1.146128036,1.521912573,2.599397827,444.8148148
1822,790,-5690.189837,-540.1898368,-1660.189837,62993.8257,2283.289901,0,0,0,2638.684714,691.0066114,0,inf,269,0,269,73.48387097,0.000671972,0.000671972,0.664320937,0,0,0,0,0,1.111570248,0.303652359,0.998080079,0,878.1404959,239.8853639,11/29/2000 0:00,24ZSND,A1050,#NAME?,#NAME?,#NAME?,0
1839,518,-5693.34751,-543.3475098,-1663.34751,58195.9121,10049.9947,1,0,0,2640.822567,761.9777528,0.147566945,17.12682927,224.0645161,33.06451613,191,566.2903226,0.344148528,0.344148528,0.691532294,0,0,0,0,0.074637734,0.431151242,1.278307726,0.016718492,38.66234617,223.3363431,662.163402,12/11/2002 0:00,24ZSND,A1050,#NAME?,#NAME?,#NAME?,0
1849,518,-5693.34751,-543.3475098,-1663.34751,58195.9121,10049.9947,1,0,0,2497.984687,761.9777528,0.139698965,21.45005612,205.7419355,28.74193548,177,616.516129,0.34472416,0.34472416,0.69104446,0,0,0,0,0.064880216,0.399548533,1.391684264,0.015073829,33.60795165,206.96614,720.8924488,5/8/2003 0:00,24ZSND,A1050,#NAME?,#NAME?,#NAME?,0
1872,251,-5868.743652,-718.7436523,-1838.743652,2519.3453,,2,,,2649.997936,1313.000547,1,0,48,48,0,0,0.002163604,0.002163604,0,154.1,0,86,1,1.371428571,0,0,0.993818274,344.2285714,0,0,12/19/1975 0:00,24ZSND,A1051,2.187802639,#NAME?,1.934498451,240.1
1883,251,-5868.743652,-718.7436523,-1838.743652,2519.3453,1313.000547,1,0,0,2740.814406,3142.087715,0.012632756,15.36725664,777.826087,9.826086957,768,151,0.2671725,0.2671725,0.210983955,207.6129032,105.4516129,164.8064516,1,0.109178744,8.533333333,1.677777778,0.23665,27.40386473,2141.866667,421.1222222,2/9/1991 0:00,24ZSND,A1051,2.317254342,2.023053227,2.216974209,477.8709677
1969,245,-6017.525879,-867.5258789,-1987.525879,903.9514,3643.03711,0,0,0,2894.932521,1502.138792,0.241323648,4.434782609,619.5,149.5,470,663,0.219660507,0.219660507,0.387149251,0,0,0,0,1.038194444,3.263888889,4.604166667,0.372398552,254.3576389,799.6527778,1128.020833,4/24/1987 0:00,24ZSND,A1052,#NAME?,#NAME?,#NAME?,0
1980,605,-7294.340413,-2144.340413,-3264.340413,1743.4486,2977.201336,0,0,0,3532.194629,1590.307442,0.126886985,0,122.55,15.55,107,0,0.223607424,0.223607424,0.287794136,0,0,0,0,0.169021739,1.163043478,0,0.361121647,102.2581522,703.6413043,0,8/2/1987 0:00,24ZSND,A1053,#NAME?,#NAME?,#NAME?,0
1983,335,-6114.170776,-964.1707764,-2084.170776,1064.5422,,2,,,2928.785856,1484.973212,0.767049449,0,304.7857143,233.7857143,71,0,0.222666806,0.222666806,0.390698653,0,0,0,0,6.679591837,2.028571429,0,0.363809127,2237.663265,679.5714286,0,7/27/1987 0:00,24ZSND,A1052,#NAME?,#NAME?,#NAME?,0
1994,1031,-6863.869318,-1713.869318,-2833.869318,4094.4748,2977.201336,0,0,0,3352.99444,1590.307442,0.126886985,0,122.55,15.55,107,0,0.223607424,0.223607424,0.322809336,0,0,0,0,0.169021739,1.163043478,0,0.361121647,174.261413,1199.097826,0,8/28/1987 0:00,24ZSND,A1053,#NAME?,#NAME?,#NAME?,0
2049,533,-5486.982218,-336.9822184,-1456.982218,64608.84,,2,,,2757.327086,1978.949247,0.810300429,0.633827684,116.5,94.4,22.1,59.83333333,0.000207063,0.000207063,0,352.9333333,1,527,0,,,,0.999408393,,,,4/15/1949 0:00,24ZSND,A1054,2.547692678,0,2.721810615,880.9333333
2064,275,-5407,-257,-1377,1790.5855,1863.370845,0,0,0,2587.865951,120.4163292,0.887429644,0.287436463,835.0333333,741.0333333,94,213,0.132797347,0.132797347,0.251838538,190.7741935,1,670,0,,,,0.620579008,,,,8/2/1982 0:00,24ZSND,A1055,2.280519626,0,2.826074803,861.7741935
2075,582,-5706.276408,-556.2764079,-1676.276408,1854.466,1811.513732,1,0,0,2666.794514,913.7925955,0.396558623,24.08476287,96.11538462,38.11538462,58,918,0.260007,0.260007,0.338766905,278.4642857,151,420,0,,,,0.257122857,,,,4/29/1990 0:00,24ZSND,A1055,2.444769503,2.178976947,2.62324929,849.4642857
2086,693,-5655.59797,-505.5979701,-1625.59797,2128.5816,1626.924595,1,0,0,2682.131883,378.6357179,0.453207263,7.922830725,620.4666667,281.2,339.2666667,2227.9,0.300961965,0.300961965,0.370360803,326.3666667,452.3333333,689.8,0,,,,0.140108671,,,,1/23/1994 0:00,24ZSND,A1055,2.513705796,2.655458593,2.83872319,1468.5
2087,394,-5565.855957,-415.855957,-1535.855957,2.307,,2,,,2316.80029,944.4721492,1,0.083977901,452.5,452.5,0,38,0.002103986,0.002103986,0,642.4333333,21,1672,0,1.100973236,0,0.092457421,0.993988611,433.783455,0,36.42822384,9/14/1975 0:00,24ZSND,A1056,2.807828067,1.322219295,3.223236273,2335.433333
2094,1012,-5440.53599,-290.5359904,-1410.53599,62962.776,10263.81283,1,0,0,2395.560093,785.6848074,0.001276046,1627.931239,349.9975484,0.446612903,349.5509355,727.0550968,0.350920909,0.350920909,0.344439779,,,,0,,,,-0.00263117,,,,10/25/2011 0:00,24ZSND,A1055,,,,
2198,0,-5984.687012,-834.6870117,-1954.687012,0,6204.642831,1,0,0,,1428.756576,1,1.456430446,245.8064516,245.8064516,0,358,0.045334764,0.045334764,,0,0,0,0,1.437464629,0,2.093567251,0.870472103,0,0,0,7/20/1979 0:00,24ZSND,A1057,#NAME?,#NAME?,#NAME?,0
2210,77,-5815.535645,-665.5356445,-1785.535645,0,6204.642831,1,0,0,,1428.756576,1,1.787972555,247.7666667,247.7666667,0,443,0.047787979,0.047787979,,19.27272727,97,0,0,1.448927875,0,2.590643275,0.863462917,111.5674464,0,199.4795322,8/10/1979 0:00,24ZSND,A1057,1.284943176,1.986771734,#NAME?,116.2727273
2218,370,-5984.687012,-834.6870117,-1954.687012,1692.5198,,2,,,2938.48469,4191.780452,0.911670739,4.671201814,532.1,485.1,47,2266,0.223607424,0.223607424,0.247651777,0,0,0,0,1.569902913,0.15210356,7.333333333,0.361121647,580.8640777,56.27831715,2713.333333,8/9/1987 0:00,24ZSND,A1057,#NAME?,#NAME?,#NAME?,0
2224,425,-5535.683919,-385.6839193,-1505.683919,4769.6456,3792.732185,1,0,0,2632.983851,2531.487112,0.966960352,0,227,219.5,7.5,0,0.001972056,0.001972056,0,553.2413793,1,635,0,0.603021978,0.020604396,0,0.994365556,256.2843407,8.756868132,0,5/11/1975 0:00,24ZSND,A1058,2.742914655,0,2.802773725,1189.241379
2231,331,-5525.220703,-375.2207031,-1495.220703,4755.6411,1374.050544,0,0,0,2730.905554,865.6736146,,,0,0,0,0,0.173771701,0.173771701,0.249748483,195.8333333,29,1204.866667,0,0,0,0,0.503509425,0,0,0,4/27/1984 0:00,24ZSND,A1058,2.291886616,1.462397998,3.08093899,1429.7
2239,425,-5535.683919,-385.6839193,-1505.683919,4769.6456,1374.050544,0,0,0,2746.728018,866.7027166,,,0,0,0,0,0.262133583,0.262133583,0.495238477,356.6451613,27,470,0,0,0,0,0.251046905,0,0,0,6/30/1990 0:00,24ZSND,A1058,2.552236336,1.431363764,2.672097858,853.6451613
2246,580,-5480.014788,-330.0147879,-1450.014788,9422.1442,1374.050544,0,0,0,2718.381268,865.6736146,,,0,0,0,0,0.291149174,0.291149174,0.383733795,276.6129032,200.1290323,165.0967742,0,0,0,0,0.168145218,0,0,0,3/8/1993 0:00,24ZSND,A1058,2.441872435,2.301310095,2.217738588,641.8387097
2249,580,-5480.014788,-330.0147879,-1450.014788,9422.1442,9493.708718,1,0,0,2199.673029,631.0196021,0.138169257,1565.3375,19.3,2.666666667,16.63333333,4174.233333,0.34548884,0.34548884,0.270425619,36.16129032,455.9354839,1429.032258,0,0.003633061,0.022661217,5.686966394,0.012889028,2.107175295,13.1435059,3298.440509,1/21/2004 0:00,24ZSND,A1058,1.558243919,2.658903393,3.155042032,1921.129032
2256,907,-5248.722619,-98.72261869,-1218.722619,101012.444,9493.708718,1,0,0,2246.520109,631.0196021,0.250400239,2145.143016,4.755225806,1.190709677,3.564516129,2554.242548,0.348155618,0.348155618,0.312356974,13.47151613,535.3935484,341.7608387,0,0.00162222,0.004856289,3.47989448,0.005269662,1.471353784,4.404654127,3156.264293,5/9/2006 0:00,24ZSND,A1058,1.129416475,2.728673134,2.533722297,890.6259032
10,676,-8388.232198,-288.2321981,-4388.232198,7820.7101,4518.044269,2,,,4040.321368,4128.424446,0.029347908,5.756237339,710.0798214,20.83935714,689.2404643,119.9562857,0.238670162,0.238670162,0.466630145,23.16209677,277.9363226,74.68654839,0,0.055571619,1.837974571,0.319883429,0.082037837,37.56641448,1242.47081,216.2411977,2/18/2009 0:00,N&T,A1059,1.364777872,2.443945307,1.873242389,375.7849677
11,676,-8388.232198,-288.2321981,-4388.232198,7820.7101,4518.044269,2,,,4040.321368,4128.424446,0.029347908,5.756237339,710.0798214,20.83935714,689.2404643,119.9562857,0.238670162,0.238670162,0.466630145,23.16209677,277.9363226,74.68654839,0,0.055571619,1.837974571,0.319883429,0.082037837,37.56641448,1242.47081,216.2411977,2/18/2009 0:00,N&T,A1059,1.364777872,2.443945307,1.873242389,375.7849677
31,939,-8402.683297,-302.6832973,-4402.683297,8016.8811,4534.779476,2,,,3847.553637,4135.845864,0.035852847,3.541286544,619.1080357,22.19678571,596.91125,78.60517857,0.243652063,0.243652063,0.026527713,18.74193333,222.5331,39.3744,0,0.059191429,1.591763333,0.20961381,0.062876682,55.58075143,1494.66577,196.8273671,4/8/2010 0:00,N&T,A1059,1.272814389,2.347394618,1.595213949,280.6494333
32,939,-8402.683297,-302.6832973,-4402.683297,8016.8811,4534.779476,2,,,3847.553637,4135.845864,0.035852847,3.541286544,619.1080357,22.19678571,596.91125,78.60517857,0.243652063,0.243652063,0.026527713,18.74193333,222.5331,39.3744,0,0.059191429,1.591763333,0.20961381,0.062876682,55.58075143,1494.66577,196.8273671,4/8/2010 0:00,N&T,A1059,1.272814389,2.347394618,1.595213949,280.6494333
47,939,-8402.683297,-302.6832973,-4402.683297,8016.8811,4120.364834,2,,,3933.056509,4128.424446,0.024112133,2.236646136,826.6557333,19.93243333,806.7233,44.5818,0.249420934,0.249420934,0.059389931,6.67472,286.97552,2.87072,0,0.053153156,2.151262133,0.1188848,0.040688716,49.91081307,2020.035143,111.6328272,8/2/2011 0:00,N&T,A1059,0.824433052,2.457844851,0.457990835,296.52096
48,939,-8402.683297,-302.6832973,-4402.683297,8016.8811,4120.364834,2,,,3933.056509,4128.424446,0.024112133,2.236646136,826.6557333,19.93243333,806.7233,44.5818,0.249420934,0.249420934,0.059389931,6.67472,286.97552,2.87072,0,0.053153156,2.151262133,0.1188848,0.040688716,49.91081307,2020.035143,111.6328272,8/2/2011 0:00,N&T,A1059,0.824433052,2.457844851,0.457990835,296.52096
59,60,-8660.259766,-560.2597656,-4660.259766,502.9839,5427.403902,1,0,0,4194.659714,2932.524817,0.026979896,3.4910021,222.4397,6.0014,216.4383,20.9509,0.258065834,0.258065834,0.266491428,0,0,0,0,0.0101375,0.365605236,0.035390034,0.0074391,0.60825,21.93631419,2.123402027,11/27/2013 0:00,N&T,A1060,#NAME?,#NAME?,#NAME?,0
77,180,-8443.183105,-343.1831055,-4443.183105,8.6582,5567.629691,1,0,0,3979.875964,1634.734892,0,,92.26952381,0,92.26952381,0,0.258688377,0.258688377,0.321443888,26.41664516,177.8539355,16.6833871,0,0,1.774413919,0,0.005044706,0,319.3945055,0,1/9/2014 0:00,N&T,A1060,1.421877663,2.25006348,1.222284227,220.9539677
227,0,-8837.26123,-737.2612305,-4837.26123,0,12184.94158,0,0,0,,1203.020162,0.997113594,1.18685218,346.4516129,345.4516129,1,410,0.047982302,0.047982302,,0,0,0,0,1.762508229,0.005102041,2.091836735,0.815452685,0,0,0,5/1/1982 0:00,N&T,A1061,#NAME?,#NAME?,#NAME?,0
240,0,-8837.26123,-737.2612305,-4837.26123,0,12184.94158,0,0,0,,1203.020162,1,0.578299889,319.9032258,319.9032258,0,185,0.051792811,0.051792811,,0,0,0,0,1.632159315,0,0.943877551,0.80079688,0,0,0,7/4/1982 0:00,N&T,A1061,#NAME?,#NAME?,#NAME?,0
259,210,-8684.980469,-584.9804688,-4684.980469,16.6058,12184.94158,0,0,0,4105.512298,1203.020162,0.982903895,1.391477202,292.4642857,287.4642857,5,400,0.056810547,0.056810547,0.34606275,,,,0,1.466654519,0.025510204,2.040816327,0.781497896,307.997449,5.357142857,428.5714286,10/17/1982 0:00,N&T,A1061,,,,
263,165,-9020,-920,-5020,0.0153,13878.58281,2,,,4312.603516,1426.88748,0.790533736,0.36433121,229.1538462,181.1538462,48,66,0.00322883,0.00322883,0.8551,0,0,0,0,0.539148352,0.142857143,0.196428571,0.987581422,88.95947802,23.57142857,32.41071429,11/28/1978 0:00,N&T,A1062,#NAME?,#NAME?,#NAME?,0
272,358,-8457.103516,-357.1035156,-4457.103516,9.5138,,2,,,4018.68386,,,,0,0,0,0,0.077946396,0.077946396,0.388038314,106.8709677,1,105,0,0.047692117,2.414092766,0.144873449,0.700206168,17.07377782,864.2452102,51.86469479,12/1/1983 0:00,N&T,A1061,2.028859742,0,2.021189299,212.8709677
